time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-24 00:00:00+00:00,13,5,0,0
2026-01-25 00:00:00+00:00,2,2,0,0
2026-01-26 00:00:00+00:00,14,6,1,1
2026-01-27 00:00:00+00:00,13,5,2,2
2026-01-28 00:00:00+00:00,5,5,3,1
2026-01-29 00:00:00+00:00,4,4,1,1
2026-01-30 00:00:00+00:00,14,6,4,1
2026-01-31 00:00:00+00:00,8,4,0,0
2026-02-01 00:00:00+00:00,10,6,1,1
2026-02-02 00:00:00+00:00,7,3,3,1
2026-02-03 00:00:00+00:00,2,2,1,1
2026-02-04 00:00:00+00:00,4,4,1,1
2026-02-05 00:00:00+00:00,12,7,0,0
2026-02-06 00:00:00+00:00,9,5,0,0
2026-02-07 00:00:00+00:00,15,7,0,0
2026-02-08 00:00:00+00:00,14,6,0,0
2026-02-09 00:00:00+00:00,8,4,0,0
2026-02-10 00:00:00+00:00,10,6,0,0
2026-02-11 00:00:00+00:00,6,2,1,1
2026-02-12 00:00:00+00:00,15,7,2,1
2026-02-13 00:00:00+00:00,8,4,0,0
2026-02-14 00:00:00+00:00,16,8,0,0
2026-02-15 00:00:00+00:00,9,5,0,0
2026-02-16 00:00:00+00:00,4,4,0,0
2026-02-17 00:00:00+00:00,5,5,0,0
2026-02-18 00:00:00+00:00,43,28,12,3
2026-02-19 00:00:00+00:00,11,7,1,1
2026-02-20 00:00:00+00:00,3,3,0,0
2026-02-21 00:00:00+00:00,15,7,0,0
2026-02-22 00:00:00+00:00,17,9,0,0
2026-02-23 00:00:00+00:00,13,9,0,0
2026-02-24 00:00:00+00:00,2,2,0,0
2026-02-25 00:00:00+00:00,10,6,0,0
2026-02-26 00:00:00+00:00,9,7,0,0
2026-02-27 00:00:00+00:00,13,5,1,1
2026-02-28 00:00:00+00:00,8,4,0,0
2026-03-01 00:00:00+00:00,14,6,1,1
2026-03-02 00:00:00+00:00,14,10,1,1
2026-03-03 00:00:00+00:00,10,6,0,0
2026-03-04 00:00:00+00:00,12,4,7,1
2026-03-05 00:00:00+00:00,5,5,0,0
2026-03-06 00:00:00+00:00,20,11,0,0
2026-03-07 00:00:00+00:00,3,3,0,0
2026-03-08 00:00:00+00:00,8,4,0,0
2026-03-09 00:00:00+00:00,7,3,0,0
2026-03-10 00:00:00+00:00,6,2,1,1
2026-03-11 00:00:00+00:00,16,8,1,1
2026-03-12 00:00:00+00:00,9,5,0,0
2026-03-13 00:00:00+00:00,7,3,11,1
2026-03-14 00:00:00+00:00,8,4,0,0
2026-03-15 00:00:00+00:00,14,9,0,0
2026-03-16 00:00:00+00:00,8,4,0,0
2026-03-17 00:00:00+00:00,7,3,0,0
2026-03-18 00:00:00+00:00,1,1,2,2
2026-03-19 00:00:00+00:00,12,4,0,0
2026-03-20 00:00:00+00:00,13,5,0,0
2026-03-21 00:00:00+00:00,12,4,0,0
2026-03-22 00:00:00+00:00,13,5,0,0
2026-03-23 00:00:00+00:00,14,6,2,1
2026-03-24 00:00:00+00:00,3,3,0,0
2026-03-25 00:00:00+00:00,14,6,1,1
2026-03-26 00:00:00+00:00,13,5,1,1
2026-03-27 00:00:00+00:00,3,3,5,1
2026-03-28 00:00:00+00:00,20,12,0,0
2026-03-29 00:00:00+00:00,15,7,0,0
2026-03-30 00:00:00+00:00,8,4,0,0
2026-03-31 00:00:00+00:00,11,6,0,0
2026-04-01 00:00:00+00:00,14,6,2,2
2026-04-02 00:00:00+00:00,12,8,1,1
2026-04-03 00:00:00+00:00,14,6,0,0
2026-04-04 00:00:00+00:00,9,5,0,0
2026-04-05 00:00:00+00:00,15,7,0,0
2026-04-06 00:00:00+00:00,14,6,0,0
2026-04-07 00:00:00+00:00,14,6,7,2
2026-04-08 00:00:00+00:00,21,8,1,1
2026-04-09 00:00:00+00:00,15,6,1,1
2026-04-10 00:00:00+00:00,6,6,1,1
2026-04-11 00:00:00+00:00,4,4,1,1
2026-04-12 00:00:00+00:00,26,8,0,0
2026-04-13 00:00:00+00:00,23,8,0,0
2026-04-14 00:00:00+00:00,12,5,1,1
2026-04-15 00:00:00+00:00,18,6,2,2
2026-04-16 00:00:00+00:00,19,5,1,1
2026-04-17 00:00:00+00:00,10,5,3,3
2026-04-18 00:00:00+00:00,26,9,3,3
2026-04-19 00:00:00+00:00,29,11,6,6
2026-04-20 00:00:00+00:00,44,18,6,6
2026-04-21 00:00:00+00:00,74,27,7,6
2026-04-22 00:00:00+00:00,59,23,0,0
2026-04-23 00:00:00+00:00,93,29,1,1
2026-04-24 00:00:00+00:00,63,25,0,0
2026-04-25 00:00:00+00:00,57,28,1,1
2026-04-26 00:00:00+00:00,28,9,0,0
2026-04-27 00:00:00+00:00,3,3,0,0
2026-04-28 00:00:00+00:00,21,7,0,0
2026-04-29 00:00:00+00:00,28,9,3,3
2026-04-30 00:00:00+00:00,21,7,4,4
2026-05-01 00:00:00+00:00,37,8,3,3
2026-05-02 00:00:00+00:00,55,15,7,7
2026-05-03 00:00:00+00:00,21,6,6,6
2026-05-04 00:00:00+00:00,7,2,0,0
2026-05-05 00:00:00+00:00,39,10,1,1
2026-05-06 00:00:00+00:00,9,4,0,0
2026-05-07 00:00:00+00:00,6,6,0,0
2026-05-08 00:00:00+00:00,16,6,6,1
2026-05-09 00:00:00+00:00,22,8,2,1
2026-05-10 00:00:00+00:00,2,2,1,1
2026-05-11 00:00:00+00:00,28,5,1,1
2026-05-12 00:00:00+00:00,12,7,0,0
2026-05-13 00:00:00+00:00,31,8,2,2
2026-05-14 00:00:00+00:00,39,11,0,0
2026-05-15 00:00:00+00:00,9,4,0,0
2026-05-16 00:00:00+00:00,39,10,0,0
2026-05-17 00:00:00+00:00,9,4,1,1
2026-05-18 00:00:00+00:00,18,8,0,0
2026-05-19 00:00:00+00:00,8,3,0,0
2026-05-20 00:00:00+00:00,18,5,0,0
2026-05-21 00:00:00+00:00,8,3,1,1
2026-05-22 00:00:00+00:00,19,5,1,1
2026-05-23 00:00:00+00:00,12,7,1,1
2026-05-24 00:00:00+00:00,8,3,1,1
2026-05-25 00:00:00+00:00,25,9,0,0
2026-05-26 00:00:00+00:00,17,8,0,0
2026-05-27 00:00:00+00:00,21,8,3,2
2026-05-28 00:00:00+00:00,17,8,2,1
2026-05-29 00:00:00+00:00,10,5,2,1
2026-05-30 00:00:00+00:00,21,8,3,2
2026-05-31 00:00:00+00:00,12,6,0,0
2026-06-01 00:00:00+00:00,13,4,1,1
2026-06-02 00:00:00+00:00,10,5,1,1
2026-06-03 00:00:00+00:00,9,4,0,0
2026-06-04 00:00:00+00:00,1,1,0,0
2026-06-05 00:00:00+00:00,9,4,1,1
2026-06-06 00:00:00+00:00,8,3,1,1
2026-06-07 00:00:00+00:00,9,4,0,0
2026-06-08 00:00:00+00:00,21,8,0,0
2026-06-09 00:00:00+00:00,11,6,0,0
2026-06-10 00:00:00+00:00,8,4,0,0
2026-06-11 00:00:00+00:00,17,6,1,1
2026-06-12 00:00:00+00:00,1,1,6,1
2026-06-13 00:00:00+00:00,21,7,0,0
2026-06-14 00:00:00+00:00,29,10,2,2
2026-06-15 00:00:00+00:00,16,7,0,0
2026-06-16 00:00:00+00:00,17,5,0,0
2026-06-17 00:00:00+00:00,17,7,0,0
2026-06-18 00:00:00+00:00,24,10,0,0
2026-06-19 00:00:00+00:00,32,8,0,0
2026-06-20 00:00:00+00:00,39,10,0,0
2026-06-21 00:00:00+00:00,25,6,0,0
2026-06-22 00:00:00+00:00,30,8,2,1
2026-06-23 00:00:00+00:00,41,11,0,0
2026-06-24 00:00:00+00:00,45,11,1,1
2026-06-25 00:00:00+00:00,49,11,0,0
2026-06-26 00:00:00+00:00,26,9,0,0
2026-06-27 00:00:00+00:00,10,4,0,0
2026-06-28 00:00:00+00:00,10,5,0,0
2026-06-29 00:00:00+00:00,14,5,0,0
2026-06-30 00:00:00+00:00,15,6,0,0
2026-07-01 00:00:00+00:00,4,4,1,1
2026-07-02 00:00:00+00:00,14,4,0,0
2026-07-03 00:00:00+00:00,12,6,1,1
2026-07-04 00:00:00+00:00,8,3,1,1
2026-07-05 00:00:00+00:00,27,10,1,1
2026-07-06 00:00:00+00:00,9,4,1,1
2026-07-07 00:00:00+00:00,14,5,1,1
2026-07-08 00:00:00+00:00,14,5,1,1
2026-07-09 00:00:00+00:00,12,7,1,1
2026-07-10 00:00:00+00:00,24,7,2,2
2026-07-11 00:00:00+00:00,10,5,1,1
2026-07-12 00:00:00+00:00,7,2,2,1
2026-07-13 00:00:00+00:00,3,3,2,2
2026-07-14 00:00:00+00:00,19,5,1,1
2026-07-15 00:00:00+00:00,1,1,0,0
2026-07-16 00:00:00+00:00,252,8,1,1
2026-07-17 00:00:00+00:00,20,7,1,1
2026-07-18 00:00:00+00:00,15,6,0,0
2026-07-19 00:00:00+00:00,15,6,0,0
2026-07-20 00:00:00+00:00,2,2,0,0
2026-07-21 00:00:00+00:00,26,9,0,0
2026-07-22 00:00:00+00:00,1,1,0,0
2026-07-23 00:00:00+00:00,13,4,1,1
2026-07-24 00:00:00+00:00,14,9,1,1
2026-07-25 00:00:00+00:00,19,6,0,0
2026-07-26 00:00:00+00:00,24,11,0,0
2026-07-27 00:00:00+00:00,34,13,13,1
2026-07-28 00:00:00+00:00,12,8,19,1
2026-07-29 00:00:00+00:00,16,7,0,0
2026-07-30 00:00:00+00:00,19,9,0,0
2026-07-31 00:00:00+00:00,14,5,0,0
2026-08-01 00:00:00+00:00,33,14,2,2
2026-08-02 00:00:00+00:00,6,1,0,0
2026-08-03 00:00:00+00:00,2,2,2,2
2026-08-04 00:00:00+00:00,11,6,1,1
2026-08-05 00:00:00+00:00,23,9,3,3
2026-08-06 00:00:00+00:00,1,1,1,1
2026-08-07 00:00:00+00:00,4,3,0,0
2026-08-08 00:00:00+00:00,4,4,0,0
2026-08-09 00:00:00+00:00,2,2,1,1
2026-08-10 00:00:00+00:00,2,2,0,0
2026-08-11 00:00:00+00:00,8,3,1,1
2026-08-12 00:00:00+00:00,20,11,0,0
2026-08-13 00:00:00+00:00,21,12,1,1
2026-08-14 00:00:00+00:00,1834,1739,0,0
2026-08-15 00:00:00+00:00,96,72,0,0
2026-08-16 00:00:00+00:00,5,5,0,0
2026-08-17 00:00:00+00:00,9,5,0,0
2026-08-18 00:00:00+00:00,2,2,2,2
2026-08-19 00:00:00+00:00,4,4,1,1
2026-08-20 00:00:00+00:00,3,3,1,1
2026-08-21 00:00:00+00:00,1,1,0,0
2026-08-22 00:00:00+00:00,2,2,0,0
2026-08-23 00:00:00+00:00,1,1,4,2
2026-08-24 00:00:00+00:00,3,3,2,2
2026-08-25 00:00:00+00:00,2,2,5,2
2026-08-26 00:00:00+00:00,2,2,0,0
2026-08-27 00:00:00+00:00,13,3,0,0
2026-08-28 00:00:00+00:00,2,2,4,4
2026-08-29 00:00:00+00:00,2,2,2,2
2026-08-30 00:00:00+00:00,1,1,0,0
2026-08-31 00:00:00+00:00,2,2,0,0
2026-09-01 00:00:00+00:00,4,4,0,0
2026-09-02 00:00:00+00:00,1,1,0,0
2026-09-03 00:00:00+00:00,9,3,0,0
2026-09-04 00:00:00+00:00,1,1,0,0
2026-09-05 00:00:00+00:00,3,3,0,0
2026-09-06 00:00:00+00:00,3,3,0,0
2026-09-07 00:00:00+00:00,1,1,1,1
2026-09-08 00:00:00+00:00,1,1,2,2
2026-09-09 00:00:00+00:00,1,1,0,0
