url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,7,1
/aubricot/computer_vision_with_eol_images,6,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_tagging,2,2
/aubricot/computer_vision_with_eol_images/blob/master/README.md,2,1
/aubricot/computer_vision_with_eol_images/edit/master/README.md,2,1
/aubricot/computer_vision_with_eol_images/tree/master,2,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/image_type,2,1
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/image_type/cartoonify_images.ipynb,1,1
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/image_type/image_type_train.ipynb,1,1
/aubricot/computer_vision_with_eol_images/blob/master/object_detection_for_image_cropping/chiroptera/chiroptera_inspect_results.ipynb,1,1
