url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images,10,4
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,7,2
/aubricot/computer_vision_with_eol_images/tree/master/play_for_beginners,6,1
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/rating/inspect_train_results.ipynb,5,2
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/rating,5,2
/aubricot/computer_vision_with_eol_images/wiki,4,2
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/image_type,4,1
/aubricot/computer_vision_with_eol_images/pulse,3,2
/aubricot/computer_vision_with_eol_images/pulse/monthly,3,2
/aubricot/computer_vision_with_eol_images/tree/master,3,2
