url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images,8,3
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,8,1
/aubricot/computer_vision_with_eol_images/issues/9,7,4
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/image_type/classify_images.ipynb,4,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/image_type,4,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/rating,4,1
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/url,3,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,3,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_tagging,3,1
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/rating/classify_images.ipynb,2,1
