url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images,4,3
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_tagging,4,3
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/images,2,1
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/images/classification_example.jpg,1,1
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/images/fruit_prediction.jpg,1,1
/aubricot/computer_vision_with_eol_images/blob/master/object_detection_for_image_tagging/images/human_present_tag_ex.jpg,1,1
/aubricot/computer_vision_with_eol_images/blob/master/object_detection_for_image_tagging/plant_pollinator/plant_poll_generate_tags_yolov3.ipynb,1,1
/aubricot/computer_vision_with_eol_images/issues/9,1,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,1,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_tagging/images,1,1
