url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images,73,5
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,23,1
/aubricot/computer_vision_with_eol_images/tree/master/utils,19,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/chiroptera,10,1
/aubricot/computer_vision_with_eol_images/wiki,10,1
/aubricot/computer_vision_with_eol_images/pulse,8,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,7,2
/aubricot/computer_vision_with_eol_images/blob/master/generate_drive_fileid.ipynb,7,1
/aubricot/computer_vision_with_eol_images/security/dependabot,7,1
/aubricot/computer_vision_with_eol_images/blob/master/utils/generate_requirements_txt.ipynb,6,1
