url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images,18,4
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,16,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,11,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/helper_funcs,10,1
/aubricot/computer_vision_with_eol_images/tree/master,6,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/chiroptera,6,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/image_type,4,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/helper_funcs/chiroptera,4,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/helper_funcs/lepidoptera,4,1
/aubricot/computer_vision_with_eol_images/blob/master/LICENSE,3,2
