url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,65,3
/aubricot/computer_vision_with_eol_images/tree/master,61,4
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,30,3
/aubricot/computer_vision_with_eol_images,26,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_tagging,25,2
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/image_type,17,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/chiroptera,16,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/rating,12,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/multitaxa,12,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/aves,10,2
