time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-18 00:00:00+00:00,1.0,1.0,4,2
2022-08-24 00:00:00+00:00,,,17,3
2022-08-25 00:00:00+00:00,,,12,2
2022-08-26 00:00:00+00:00,10.0,6.0,24,1
2022-08-29 00:00:00+00:00,4.0,4.0,104,1
2022-08-30 00:00:00+00:00,6.0,4.0,137,2
2022-08-31 00:00:00+00:00,6.0,3.0,55,1
