time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-07 00:00:00+00:00,3.0,2.0,,
2024-11-08 00:00:00+00:00,3.0,2.0,1.0,1.0
2024-11-09 00:00:00+00:00,1.0,1.0,,
2024-11-16 00:00:00+00:00,,,5.0,2.0
2024-11-17 00:00:00+00:00,,,10.0,1.0
2024-11-18 00:00:00+00:00,,,12.0,1.0
2024-11-20 00:00:00+00:00,2.0,1.0,,
