url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,37,1
/aubricot/computer_vision_with_eol_images,19,3
/aubricot/computer_vision_with_eol_images/tree/master,17,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/image_type,12,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/rating,12,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/helper_funcs/inspect_train_results,10,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/helper_funcs,8,1
/aubricot/computer_vision_with_eol_images/pulse,7,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,7,1
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/image_type/inspect_train_results.ipynb,6,1
