url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,20,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/image_type,15,1
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/image_type/classify_images.ipynb,10,1
/aubricot/computer_vision_with_eol_images,7,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_tagging,7,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,6,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/chiroptera,4,2
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/rating/classify_images.ipynb,4,1
/aubricot/computer_vision_with_eol_images/tree/master,4,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/rating,4,1
