url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images,13,8
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/rating,9,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,8,2
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/rating/inspect_train_results.ipynb,6,1
/aubricot/computer_vision_with_eol_images/issues,6,1
/aubricot/computer_vision_with_eol_images/tree/master,6,1
/aubricot/computer_vision_with_eol_images/tree/v0.2.0,5,1
/aubricot/computer_vision_with_eol_images/wiki,3,3
/aubricot/computer_vision_with_eol_images/releases,3,1
/aubricot/computer_vision_with_eol_images/releases/new,3,1
