url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/tree/master,60,4
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,51,3
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,29,3
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_tagging,25,2
/aubricot/computer_vision_with_eol_images,20,2
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/image_type,17,2
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/rating,12,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/multitaxa,11,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/aves,10,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/chiroptera,10,1
