url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images,40,3
/aubricot/computer_vision_with_eol_images/tree/github-repo-stats,24,2
/aubricot/computer_vision_with_eol_images/actions/workflows/github-repo-stats.yml,17,1
/aubricot/computer_vision_with_eol_images/tree/github-repo-stats/aubricot/computer_vision_with_eol_images,12,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_tagging,10,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,10,1
/aubricot/computer_vision_with_eol_images/actions,9,1
/aubricot/computer_vision_with_eol_images/commits/github-repo-stats,6,1
/aubricot/computer_vision_with_eol_images/pulse,6,1
/aubricot/computer_vision_with_eol_images/tree/github-repo-stats/.github/workflows,6,1
