url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/commits/master,22,1
/aubricot/computer_vision_with_eol_images,15,4
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,7,1
/aubricot/computer_vision_with_eol_images/issues/9,4,4
/aubricot/computer_vision_with_eol_images/pulse,4,1
/aubricot/computer_vision_with_eol_images/tree/github-repo-stats/aubricot/computer_vision_with_eol_images/ghrs-data,4,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,4,1
/aubricot/computer_vision_with_eol_images/graphs/traffic,3,1
/aubricot/computer_vision_with_eol_images/tree/github-repo-stats/aubricot/computer_vision_with_eol_images,3,1
/aubricot/computer_vision_with_eol_images/blob/github-repo-stats/aubricot/computer_vision_with_eol_images/ghrs-data/views_clones_aggregate.csv,2,1
