url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,32,2
/aubricot/computer_vision_with_eol_images/tree/master/play_for_beginners,30,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,19,2
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/image_type,17,2
/aubricot/computer_vision_with_eol_images,15,3
/aubricot/computer_vision_with_eol_images/tree/master,14,2
/aubricot/computer_vision_with_eol_images/blob/master/play_for_beginners/yolo_demo_v2.ipynb,14,1
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/image_type/classify_images.ipynb,12,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_tagging,9,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/play_for_beginners,9,1
