url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,72,2
/aubricot/computer_vision_with_eol_images,33,2
/aubricot/computer_vision_with_eol_images/tree/master,28,2
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,23,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/chiroptera,20,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/multitaxa,17,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/image_type,15,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/lepidoptera,13,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/rating,12,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/helper_funcs,11,1
