url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,15,1
/aubricot/computer_vision_with_eol_images,14,4
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/helper_funcs,10,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,5,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/chiroptera,5,1
/aubricot/computer_vision_with_eol_images/tree/master,4,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/helper_funcs/chiroptera,4,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/helper_funcs/lepidoptera,4,1
/aubricot/computer_vision_with_eol_images/blob/master/LICENSE,3,2
/aubricot/computer_vision_with_eol_images/pulse/monthly,3,2
