url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images,60,7
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,17,2
/aubricot/computer_vision_with_eol_images/tree/master/utils,15,1
/aubricot/computer_vision_with_eol_images/wiki,10,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,7,2
/aubricot/computer_vision_with_eol_images/blob/master/generate_drive_fileid.ipynb,7,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/chiroptera,6,2
/aubricot/computer_vision_with_eol_images/blob/master/stop_runtime_disconnect.txt,5,2
/aubricot/computer_vision_with_eol_images/pulse,5,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/multitaxa,5,1
