url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images,9,8
/aubricot/computer_vision_with_eol_images/tree/master,5,1
/aubricot/computer_vision_with_eol_images/wiki,2,2
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,2,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/rating,2,1
/aubricot/computer_vision_with_eol_images/tree/master/utils,2,1
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/rating/inspect_train_results.ipynb,1,1
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/rating/rating_preprocessing.ipynb,1,1
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/README.md,1,1
/aubricot/computer_vision_with_eol_images/blob/master/object_detection_for_image_cropping/README.md,1,1
