url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/commits/master,22,1
/aubricot/computer_vision_with_eol_images,18,5
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,7,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,6,2
/aubricot/computer_vision_with_eol_images/issues/9,5,5
/aubricot/computer_vision_with_eol_images/wiki,5,2
/aubricot/computer_vision_with_eol_images/tree/github-repo-stats/aubricot/computer_vision_with_eol_images,5,1
/aubricot/computer_vision_with_eol_images/tree/github-repo-stats/aubricot/computer_vision_with_eol_images/ghrs-data,5,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_tagging,4,3
/aubricot/computer_vision_with_eol_images/pulse,4,1
