url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,26,1
/aubricot/computer_vision_with_eol_images,23,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/chiroptera,14,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,12,1
/aubricot/computer_vision_with_eol_images/tree/master,11,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/image_type,8,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/helper_funcs,8,1
/aubricot/computer_vision_with_eol_images/tree/d23ea79845bdf160944b70a5aa063a0adf8ebf22/object_detection_for_image_cropping/data_files,7,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/multitaxa,7,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/rating,6,1
