url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/blob/master/classification_for_image_tagging/rating/classify_images.ipynb,8,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,8,1
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/rating,8,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,4,1
/aubricot/computer_vision_with_eol_images/issues/9,3,2
/aubricot/computer_vision_with_eol_images/blob/master/object_detection_for_image_cropping/chiroptera/chiroptera_preprocessing.ipynb,2,1
/aubricot/computer_vision_with_eol_images/tree/master,2,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/chiroptera,2,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/multitaxa,2,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_tagging,2,1
