url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/issues/9,7,7
/aubricot/computer_vision_with_eol_images,7,3
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,2,2
/aubricot/computer_vision_with_eol_images/blob/github-repo-stats/object_detection_for_image_tagging/plant_pollinator/plant_poll_generate_tags_yolov3.ipynb,2,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/chiroptera,2,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_tagging,2,1
/aubricot/computer_vision_with_eol_images/blob/master/object_detection_for_image_cropping/chiroptera/chiroptera_generate_crops_tf2.ipynb,1,1
/aubricot/computer_vision_with_eol_images/blob/master/object_detection_for_image_tagging/plant_pollinator/plant_poll_generate_tags_yolov3.ipynb,1,1
/aubricot/computer_vision_with_eol_images/issues,1,1
/aubricot/computer_vision_with_eol_images/tree/github-repo-stats,1,1
