url_path,views_total,views_unique
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping,52,2
/aubricot/computer_vision_with_eol_images,32,2
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/chiroptera,20,1
/aubricot/computer_vision_with_eol_images/tree/master,18,2
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging,17,2
/aubricot/computer_vision_with_eol_images/tree/master/classification_for_image_tagging/image_type,14,2
/aubricot/computer_vision_with_eol_images/blob/master/object_detection_for_image_cropping/chiroptera/chiroptera_generate_crops_tf2.ipynb,11,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/helper_funcs,10,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/lepidoptera,10,1
/aubricot/computer_vision_with_eol_images/tree/master/object_detection_for_image_cropping/multitaxa,10,1
